nomem_encr,cv08a043,cv09b043,cv08a030,cv09b030,income,government,eco,gov,cv09b038,cv08a038,cv09b039,cv08a039,cv09b040,cv08a040,cv09b041,cv08a041,cv09b042,cv08a042,cv09b044,cv08a044,cv09b045,cv08a045,cv09b046,cv08a046
879592,8,8,9,7,5,1,0,-2,6,5,8,8,8,8,8,8,7,9,8,7,7,8,NA,7
879623,8,7,5,4,NA,1,-1,-1,7,7,7,6,7,6,7,8,6,8,7,5,8,8,8,6
879632,4,2,3,2,6,0,-2,-1,5,3,2,5,2,5,2,3,2,6,2,5,9,8,NA,7
879638,6,4,4,2,4,NA,-2,-2,6,8,5,6,6,7,4,5,7,8,5,5,8,8,4,6
879675,7,7,3,5,NA,0,0,2,4,2,6,5,7,7,7,6,6,6,7,6,7,7,7,7
879702,4,6,8,7,NA,1,2,-1,7,3,2,4,4,6,7,7,9,8,7,10,5,4,3,3
879742,7,4,7,7,NA,NA,-3,0,5,6,7,8,7,7,7,7,7,7,8,7,7,6,5,3
879745,7,4,6,7,4,1,-3,1,6,6,7,7,8,7,8,8,7,8,8,7,8,8,8,7
879772,6,6,5,2,1,0,0,-3,7,8,7,5,6,5,7,5,7,6,6,6,9,8,5,2
879806,3,4,2,3,1,0,1,1,3,0,4,6,4,4,4,5,4,4,4,3,4,6,4,0
879815,7,7,5,8,5,0,0,3,7,6,7,6,8,7,7,8,8,7,8,7,7,6,5,5
879833,4,5,5,3,1,1,1,-2,2,4,5,5,5,5,4,4,5,5,5,5,4,5,4,5
879895,6,3,5,6,5,0,-3,1,3,6,7,6,7,4,6,5,7,6,4,6,5,7,4,6
879907,4,6,4,4,NA,0,2,0,6,3,6,7,6,4,6,4,6,4,8,7,6,7,6,NA
879928,7,6,7,8,NA,0,-1,1,5,2,NA,NA,7,NA,NA,7,NA,8,10,6,NA,NA,NA,NA
879959,6,0,1,0,3,0,-6,-1,3,6,6,7,4,6,4,6,5,7,1,5,1,7,0,5
879965,8,7,3,3,NA,0,-1,0,1,4,7,8,4,8,5,7,5,8,5,8,9,8,9,8
879971,2,5,5,6,1,NA,3,1,5,0,6,5,7,0,4,0,6,2,7,3,8,9,7,8
879986,5,5,6,5,NA,0,0,-1,5,4,5,5,6,6,6,6,6,5,5,5,5,5,5,0
880038,9,7,8,6,NA,NA,-2,-2,6,5,7,8,5,8,5,7,7,9,6,10,7,10,5,6
880044,7,8,6,7,NA,0,1,1,6,6,7,6,8,7,8,7,7,NA,8,7,7,8,6,NA
880047,6,7,5,7,1,1,1,2,6,5,2,2,8,6,8,6,6,NA,7,5,7,6,7,6
880065,6,7,7,7,4,0,1,0,5,5,6,7,7,7,7,7,7,7,6,6,7,7,7,5
880099,7,7,6,7,1,0,0,1,6,6,NA,7,7,7,7,7,7,7,7,7,7,7,NA,NA
880105,4,4,4,4,1,NA,0,0,4,4,4,7,4,7,4,5,4,7,4,5,4,NA,4,NA
880111,8,4,4,4,4,0,-4,0,7,9,6,7,7,8,5,7,7,9,9,7,7,7,7,7
880120,6,4,0,3,NA,0,-2,3,1,0,3,0,5,4,5,3,4,4,3,4,5,6,6,6
880157,5,3,3,2,NA,0,-2,-1,7,5,6,5,5,4,4,8,7,9,2,7,5,5,2,2
880203,8,7,7,8,1,0,-1,1,5,5,9,7,7,6,7,8,8,8,8,8,7,6,6,5
880215,6,6,6,6,1,0,0,0,7,7,7,7,7,6,6,7,8,8,7,7,8,6,5,5
880245,6,6,6,5,1,1,0,-1,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6
880270,2,6,2,3,7,0,4,1,5,2,4,2,5,2,6,3,6,3,4,2,4,3,4,2
880273,8,6,6,5,1,NA,-2,-1,5,8,8,8,6,8,6,8,6,8,6,8,8,8,7,8
880291,8,7,7,5,NA,0,-1,-2,5,7,3,7,4,7,6,8,7,9,7,8,7,7,3,3
880300,8,8,6,6,6,1,0,0,7,7,8,7,8,6,6,6,8,7,8,7,8,7,8,7
880316,7,6,4,6,5,1,-1,2,5,4,7,NA,7,7,6,7,7,7,6,4,7,7,7,5
880319,7,6,6,7,7,1,-1,1,8,6,7,7,7,7,8,7,7,8,7,6,7,7,7,6
880322,9,4,7,6,NA,1,-5,-1,3,5,8,7,5,6,6,8,8,8,6,8,8,8,4,6
880334,2,1,0,2,NA,0,-1,2,2,0,3,0,4,1,2,1,2,2,1,1,2,2,0,2
880368,7,6,4,3,4,0,-1,-1,7,7,5,5,6,7,6,7,7,7,8,8,8,8,8,7
880374,5,8,5,8,1,1,3,3,7,4,6,4,8,4,8,6,8,5,8,6,8,6,8,6
880429,6,7,6,7,6,0,1,1,7,7,7,6,7,6,6,5,7,7,7,7,7,7,7,7
880450,7,6,3,5,4,0,-1,2,7,7,5,5,6,6,6,7,7,8,6,7,5,6,5,7
880456,8,7,8,6,2,0,-1,-2,6,8,7,6,8,8,5,4,7,8,8,9,7,6,5,4
880462,6,7,4,6,5,1,1,2,4,4,4,4,6,6,7,6,7,6,8,7,8,7,8,6
880471,6,5,6,5,NA,NA,-1,-1,5,6,5,6,5,7,5,6,5,6,5,6,5,7,5,6
880496,7,6,7,7,NA,1,-1,0,6,6,7,7,7,7,7,5,7,7,7,7,7,7,6,5
880499,7,6,6,5,1,0,-1,-1,3,5,6,7,7,7,5,6,7,7,6,7,7,7,5,NA
880514,6,1,1,1,3,0,-5,0,1,1,9,6,9,6,8,5,10,8,5,5,5,8,1,5
880517,5,4,7,6,NA,NA,-1,-1,4,6,4,0,4,4,5,7,5,8,5,6,7,7,NA,NA
880526,8,6,3,4,4,0,-2,1,6,7,8,7,6,5,7,6,8,8,8,6,8,7,8,7
880551,7,7,6,7,5,1,0,1,7,6,7,7,7,7,7,6,7,6,7,8,7,8,7,8
880584,6,7,6,6,1,NA,1,0,6,5,6,6,7,6,6,7,6,NA,6,6,7,7,6,7
880612,8,7,6,7,5,1,-1,1,5,6,7,6,8,8,8,8,7,8,7,7,8,8,8,7
880664,7,6,4,6,1,0,-1,2,5,4,6,7,6,6,6,8,NA,NA,6,8,7,8,5,NA
880718,6,6,9,9,6,0,0,0,8,7,9,9,8,7,8,7,9,9,8,8,8,7,7,6
880740,6,7,8,6,3,0,1,-2,6,6,6,7,7,7,8,8,8,9,8,8,7,6,7,5
880743,6,4,5,5,NA,NA,-2,0,5,6,4,7,4,7,4,8,4,8,4,9,4,8,4,8
880746,7,1,5,5,5,0,-6,0,8,9,6,6,8,7,8,7,8,10,7,7,8,9,6,7
880758,7,6,5,4,NA,0,-1,-1,6,6,6,6,7,6,7,6,7,6,7,8,8,6,NA,6
880816,5,3,5,4,NA,0,-2,-1,2,4,4,5,3,5,4,5,7,5,5,3,0,1,7,2
880831,5,4,5,7,NA,1,-1,2,6,6,4,5,6,7,3,6,6,8,6,8,4,6,4,5
880834,7,5,5,5,1,NA,-2,0,5,7,5,NA,5,7,5,7,5,NA,5,7,5,8,5,6
880850,6,4,2,2,NA,0,-2,0,3,4,3,5,6,7,6,7,3,6,3,5,6,9,5,6
880862,5,4,0,2,NA,0,-1,2,0,0,5,NA,0,1,3,1,5,5,4,5,5,NA,4,5
880874,6,5,6,6,1,0,-1,0,7,7,7,7,7,6,7,7,7,6,6,6,7,7,7,6
880969,8,6,5,3,4,0,-2,-2,7,7,2,5,6,5,4,6,8,7,7,6,6,7,7,6
880987,7,6,6,7,6,NA,-1,1,4,3,5,7,4,7,4,7,6,7,4,7,6,7,7,7
880999,7,6,5,5,1,0,-1,0,7,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8
881018,6,7,6,7,2,1,1,1,6,5,7,7,7,6,7,6,7,6,7,5,7,7,6,6
881030,7,5,7,5,NA,1,-2,-2,5,8,5,8,5,6,2,5,5,7,5,7,5,8,5,7
881069,7,4,7,7,5,NA,-3,0,5,6,5,7,6,8,7,8,7,7,7,9,8,7,3,6
881091,7,6,7,6,1,NA,-1,-1,6,2,6,7,7,6,8,8,8,7,7,6,8,7,8,7
881143,6,5,4,4,1,0,-1,0,5,5,5,5,5,6,5,5,7,7,5,7,5,7,7,7
881164,7,4,8,6,1,0,-3,-2,7,7,6,NA,3,3,4,5,8,8,7,8,5,8,2,2
881179,7,6,5,6,1,0,-1,1,7,6,7,6,6,6,8,7,7,6,7,5,7,6,6,6
881185,7,7,7,6,3,1,0,-1,7,8,7,8,8,9,8,9,8,8,7,7,9,8,7,7
881195,5,6,5,6,3,0,1,1,6,6,6,5,6,6,6,6,6,7,6,6,6,6,6,7
881237,7,7,6,6,1,NA,0,0,6,7,8,8,8,7,7,6,8,8,7,8,8,NA,8,NA
881268,7,7,6,8,1,1,0,2,6,6,7,8,7,6,7,6,NA,7,7,7,7,7,NA,5
881271,8,4,4,7,5,0,-4,3,7,7,8,7,6,3,9,4,7,7,8,7,8,8,5,NA
881280,10,8,6,5,NA,0,-2,-1,5,8,7,NA,9,8,9,7,9,NA,8,9,8,10,9,7
881311,6,2,3,3,4,0,-4,0,7,7,6,1,5,5,7,7,8,8,7,6,8,8,8,7
881329,5,4,5,5,NA,1,-1,0,5,5,4,5,6,5,6,5,7,5,5,5,6,5,3,5
881356,7,6,7,5,3,1,-1,-2,6,5,5,6,6,7,6,7,6,6,5,6,7,8,7,8
881375,7,6,6,6,1,0,-1,0,5,6,6,6,7,7,7,7,6,6,6,6,7,7,6,7
881378,7,6,6,5,1,0,-1,-1,5,6,5,5,7,7,7,7,7,6,6,7,6,7,6,6
881390,6,4,6,5,4,0,-2,-1,6,6,4,5,6,6,6,7,6,7,5,6,6,6,4,6
881396,8,7,6,6,7,1,-1,0,6,6,7,7,7,7,6,7,7,7,7,8,8,7,7,7
881408,6,6,6,3,5,1,0,-3,3,6,6,6,7,5,7,5,6,4,7,5,7,8,5,7
881411,5,4,5,5,1,NA,-1,0,3,5,5,5,8,9,0,5,5,7,4,1,4,5,4,0
881427,6,7,6,7,NA,1,1,1,7,7,7,NA,8,6,8,7,8,7,8,8,8,7,6,5
881448,6,5,5,5,1,NA,-1,0,4,5,5,6,6,8,6,7,6,6,5,6,6,6,3,4
881463,7,6,4,4,1,0,-1,0,0,0,6,6,6,6,6,7,7,7,8,7,6,6,4,4
881481,4,3,2,5,2,0,-1,3,2,5,6,5,5,5,4,4,4,4,3,4,8,5,1,1
881494,4,1,3,3,5,1,-3,0,2,5,3,3,2,5,3,5,3,7,2,4,3,6,3,6
881503,5,6,2,6,5,0,1,4,4,1,5,2,6,4,6,4,6,4,7,3,5,5,4,3
881527,7,7,4,7,1,1,0,3,7,7,7,7,8,8,8,8,7,7,8,9,8,9,7,6
881646,7,3,3,4,NA,0,-4,1,3,5,8,8,3,3,6,8,8,8,7,6,4,6,4,7
881716,6,6,7,7,7,0,0,0,5,6,6,5,6,6,6,7,6,6,6,7,6,7,6,6
881726,8,4,4,6,NA,NA,-4,2,5,8,6,7,5,8,5,8,6,7,5,8,5,8,4,8
881744,8,5,8,7,5,1,-3,-1,4,5,8,8,7,7,7,8,8,8,6,7,7,7,4,4
881750,6,5,6,6,NA,0,-1,0,6,5,5,6,7,7,6,7,5,5,6,6,8,8,8,8
881774,7,7,6,6,NA,0,0,0,5,5,6,NA,5,6,5,6,7,7,7,7,7,6,6,6
881777,0,3,0,3,5,NA,3,3,2,0,3,0,4,6,4,6,4,0,3,0,3,6,2,0
881781,7,6,6,7,5,1,-1,1,5,5,6,6,7,7,7,7,7,7,7,7,8,7,7,7
881811,5,2,5,2,1,0,-3,-3,7,6,5,5,5,5,6,6,7,5,3,5,7,8,2,NA
881838,7,6,7,7,NA,1,-1,0,7,7,8,7,8,7,8,7,8,7,8,7,7,7,8,7
881857,7,6,7,6,2,0,-1,-1,6,7,6,8,7,7,6,7,6,7,6,8,7,8,6,7
881863,8,8,6,8,1,0,0,2,5,4,8,NA,8,8,8,8,8,8,9,8,8,8,7,7
881869,6,7,6,7,1,NA,1,1,6,7,6,7,6,7,6,7,7,7,7,7,7,7,7,6
881875,6,6,6,5,5,0,0,-1,5,5,6,6,7,6,7,7,7,6,7,7,8,7,5,5
881881,6,6,3,7,4,0,0,4,6,3,7,6,6,6,7,7,6,7,6,6,7,6,7,6
881884,6,6,5,6,4,0,0,1,6,6,5,5,5,5,5,6,6,7,7,7,6,7,5,5
881903,7,3,6,6,NA,0,-4,0,6,5,8,8,7,7,7,7,9,8,7,6,7,8,7,8
881951,7,7,7,6,NA,0,0,-1,5,5,7,8,7,7,7,7,7,8,7,6,7,7,6,6
881958,0,2,1,2,1,NA,2,1,1,0,NA,NA,2,1,2,0,6,3,3,1,3,2,3,4
881964,6,6,6,7,1,1,0,1,4,4,NA,8,7,7,8,7,NA,8,8,8,7,6,6,7
881973,6,6,5,3,NA,0,0,-2,5,5,8,7,3,6,7,7,7,7,8,5,6,5,6,4
881976,6,5,4,6,NA,0,-1,2,6,6,5,2,6,5,6,4,7,7,7,6,7,6,5,5
882025,7,7,6,6,3,1,0,0,6,7,8,7,9,8,9,7,8,7,8,7,7,7,7,6
882070,5,2,5,1,NA,1,-3,-4,2,4,7,7,7,6,6,6,6,6,7,5,6,5,6,4
882080,7,6,7,7,1,0,-1,0,7,7,7,7,6,7,6,7,7,7,7,7,6,7,5,7
882150,5,6,6,7,5,0,1,1,7,6,7,6,7,7,6,5,7,6,6,6,7,7,7,7
882223,8,8,6,5,1,0,0,-1,7,7,8,8,8,7,8,8,8,7,8,7,7,8,4,NA
882226,7,6,3,1,1,0,-1,-2,NA,1,7,3,NA,3,2,6,7,7,NA,4,7,7,1,0
882260,7,5,3,2,2,0,-2,-1,5,6,3,5,1,1,3,4,6,8,8,7,8,7,5,7
882266,5,7,4,7,1,0,2,3,7,7,7,7,7,7,7,6,7,7,6,6,7,7,7,6
882284,7,7,7,7,1,1,0,0,6,6,8,9,8,8,6,3,7,5,7,7,7,7,8,8
882354,7,7,7,7,3,0,0,0,7,7,7,7,7,7,7,7,8,8,8,8,7,7,7,NA
882434,7,6,5,6,1,NA,-1,1,6,7,6,6,6,8,7,7,7,7,5,4,7,7,5,6
882440,5,6,6,7,4,1,1,1,6,5,7,6,7,6,8,6,7,5,7,6,7,6,6,5
882449,7,7,6,6,6,NA,0,0,6,4,7,7,7,6,7,6,7,7,7,7,8,8,8,8
882461,6,6,4,3,1,0,0,-1,6,6,6,6,5,6,5,5,4,5,6,6,7,7,0,0
882476,6,7,5,5,1,0,1,0,5,6,4,6,6,7,7,8,7,8,6,7,6,6,6,7
882479,6,3,2,6,4,1,-3,4,5,4,5,5,4,6,3,5,6,6,6,6,6,7,NA,6
882489,8,7,9,8,4,1,-1,-1,8,5,8,9,8,8,7,8,NA,9,9,8,9,9,3,4
882507,7,4,5,3,1,NA,-3,-2,6,7,4,6,6,7,7,7,7,7,5,7,7,8,7,8
882513,4,5,4,5,1,0,1,1,3,6,6,4,6,6,6,4,6,5,4,3,6,6,5,5
882519,7,6,2,2,1,0,-1,0,5,7,3,4,6,6,6,5,7,7,6,7,7,7,6,6
882528,6,3,4,3,1,0,-3,-1,5,4,5,5,5,4,5,5,5,6,3,6,5,5,3,4
882571,8,6,7,6,NA,1,-2,-1,4,7,5,5,7,9,7,9,NA,7,7,10,NA,8,NA,0
882574,7,7,1,5,4,0,0,4,5,4,7,8,7,8,7,5,7,7,7,7,7,9,7,6
882617,7,6,7,7,NA,1,-1,0,3,6,NA,7,5,7,6,7,NA,7,7,7,6,7,NA,NA
882635,7,4,5,5,NA,NA,-3,0,3,4,5,7,5,7,4,4,6,7,5,6,4,5,4,4
882641,7,6,7,5,1,NA,-1,-2,5,7,5,8,5,7,5,7,5,8,6,7,5,8,6,8
882684,5,5,5,3,NA,NA,0,-2,7,6,7,7,6,7,7,6,NA,NA,4,5,6,7,6,7
882690,6,4,5,5,4,0,-2,0,4,5,6,6,6,7,5,7,6,6,4,6,6,7,5,5
882702,6,5,5,1,NA,0,-1,-4,2,7,5,7,7,7,7,7,5,7,5,NA,7,8,6,8
882745,7,6,5,6,NA,0,-1,1,4,4,7,7,7,6,7,6,7,7,8,6,7,8,5,6
882757,6,4,6,5,1,1,-2,-1,4,4,4,5,5,5,5,5,4,6,6,7,7,7,0,7
882763,6,5,5,6,7,0,-1,1,5,5,6,6,5,5,5,5,NA,6,6,5,6,6,NA,5
882772,4,6,7,7,4,0,2,0,6,6,4,2,8,7,8,8,8,8,9,9,7,6,6,6
882785,8,7,6,8,5,0,-1,2,6,7,9,9,8,7,8,8,7,8,7,8,7,7,6,7
882849,8,5,5,5,NA,1,-3,0,5,5,7,8,7,8,8,8,7,8,7,8,7,8,NA,NA
882885,4,4,3,4,3,0,0,1,5,4,5,6,4,6,5,5,5,6,3,4,5,6,5,6
882891,7,6,7,6,1,0,-1,-1,6,5,7,8,5,5,6,7,7,9,7,6,NA,NA,NA,NA
882922,6,6,6,4,NA,1,0,-2,3,5,5,5,7,8,4,7,6,6,5,6,6,7,5,6
883029,6,5,4,5,5,0,-1,1,5,6,1,3,4,6,5,5,7,8,6,5,7,5,NA,3
883032,6,4,5,5,NA,NA,-2,0,4,8,5,8,6,8,7,9,7,9,5,8,7,9,2,3
883044,6,6,6,7,2,1,0,1,7,6,7,6,7,7,7,7,6,6,NA,6,7,6,5,6
883071,7,7,7,7,1,0,0,0,7,7,8,7,6,6,8,6,8,7,7,7,8,7,7,NA
883087,6,6,4,4,NA,1,0,0,4,5,8,7,8,6,7,6,7,6,4,6,6,6,5,6
883129,6,5,8,7,1,0,-1,-1,6,5,5,5,5,4,7,4,7,6,6,8,7,7,6,7
883142,3,0,5,4,1,NA,-3,-1,4,2,4,4,4,3,5,0,5,3,4,3,4,2,4,0
883154,6,4,5,4,NA,0,-2,-1,3,5,4,6,5,6,4,6,4,7,4,6,5,6,4,6
883160,4,8,3,5,NA,NA,4,2,5,3,8,7,6,7,7,7,8,NA,8,6,9,5,4,3
883169,7,7,6,7,3,NA,0,1,5,4,7,8,8,7,9,7,8,9,8,9,8,8,NA,NA
883212,8,7,5,5,NA,0,-1,0,1,1,7,6,7,3,7,7,7,8,5,5,8,8,8,7
883215,6,4,5,5,NA,NA,-2,0,4,2,5,6,5,6,4,6,6,6,4,6,6,6,5,6
883218,7,2,6,4,1,0,-5,-2,3,3,7,7,7,7,8,7,9,8,8,7,7,7,4,6
883221,9,5,5,5,5,0,-4,0,4,6,8,8,7,8,5,6,6,7,5,8,6,9,6,9
883233,6,4,5,4,NA,0,-2,-1,6,5,4,7,4,7,4,8,6,7,4,5,6,6,6,6
883273,7,8,6,6,NA,0,1,0,6,6,7,7,8,8,8,8,8,8,7,7,8,7,8,5
883288,7,4,4,5,4,1,-3,1,1,1,6,6,5,3,4,3,5,6,5,6,6,5,3,NA
883303,4,5,4,6,1,0,1,2,4,3,6,5,7,4,6,4,6,5,6,4,6,5,4,4
883316,6,6,7,5,1,NA,0,-2,6,7,5,6,7,7,7,7,NA,NA,7,6,7,8,6,7
883325,6,5,5,8,5,1,-1,3,5,4,4,6,5,4,7,6,7,7,7,6,7,6,4,4
883346,8,6,8,7,NA,1,-2,-1,8,8,8,8,7,8,8,9,9,NA,7,9,8,9,0,NA
883364,7,5,7,6,NA,0,-2,-1,6,8,6,7,6,7,6,7,6,7,6,6,6,7,6,7
883380,5,6,5,6,NA,0,1,1,6,5,6,5,6,6,6,6,5,6,6,5,6,5,6,5
883398,8,0,1,0,2,0,-8,-1,8,1,0,8,5,5,0,5,8,8,8,8,8,7,8,1
883410,7,7,8,7,NA,1,0,-1,6,4,7,NA,7,7,7,8,7,8,8,8,7,8,7,NA
883422,8,5,8,5,1,NA,-3,-3,4,4,6,8,5,9,6,9,6,9,5,7,6,6,4,5
883425,6,5,5,5,1,0,-1,0,5,6,5,3,5,5,5,6,5,6,5,6,5,6,5,5
883435,7,6,7,7,1,0,-1,0,6,6,7,7,8,8,7,7,8,7,7,7,7,8,6,7
883441,5,4,7,4,NA,NA,-1,-3,7,5,7,7,7,7,7,7,8,7,4,5,6,6,5,5
883453,6,6,6,6,1,1,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
883517,5,4,4,5,1,1,-1,1,4,5,5,5,6,6,6,7,5,6,5,5,6,6,5,5
883563,6,5,3,3,5,0,-1,0,3,2,4,7,6,6,5,6,7,8,5,5,7,7,7,7
883566,6,7,6,7,6,1,1,1,6,6,7,6,6,7,7,7,NA,6,7,6,7,5,6,5
883587,7,3,4,2,4,0,-4,-2,3,0,3,5,6,2,3,6,7,9,3,6,9,9,6,7
883618,5,5,4,6,NA,0,0,2,7,5,7,5,8,5,8,6,7,5,7,5,8,7,7,6
883621,8,6,7,7,NA,NA,-2,0,7,6,8,8,8,7,8,8,8,9,7,8,7,7,6,5
883642,6,7,5,7,NA,0,1,2,7,5,6,4,7,5,7,5,7,6,7,4,7,6,7,6
883651,7,7,6,6,4,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,7
883654,4,0,3,0,NA,0,-4,-3,0,6,5,5,0,5,0,5,0,3,0,5,0,6,0,2
883688,9,5,9,8,7,1,-4,-1,3,4,3,8,6,9,6,9,7,8,8,9,7,9,4,6
883697,8,4,7,8,NA,1,-4,1,6,5,6,8,6,8,6,8,6,9,8,9,7,7,7,7
883703,8,6,8,8,1,NA,-2,0,6,8,8,8,7,8,7,8,NA,8,8,8,8,8,8,8
883758,5,3,5,5,1,0,-2,0,2,5,5,5,7,7,6,7,5,5,4,8,6,8,2,0
883789,6,5,6,6,3,NA,-1,0,5,6,NA,6,6,7,5,7,6,7,6,6,6,7,NA,6
883850,4,3,2,4,1,0,-1,2,5,4,5,4,6,6,6,6,6,8,4,2,8,7,7,6
883859,6,8,7,8,NA,1,2,1,7,6,7,6,7,6,7,7,8,7,8,7,8,7,8,7
883886,7,8,3,5,NA,0,1,2,3,3,3,4,6,6,4,4,8,7,8,4,7,6,1,1
883892,7,6,7,7,NA,NA,-1,0,6,6,7,6,6,7,6,6,7,7,6,7,7,7,7,6
883914,5,4,6,3,NA,0,-1,-3,6,6,5,NA,7,7,7,7,6,NA,6,5,7,8,6,7
883929,8,8,7,7,NA,0,0,0,2,6,7,7,6,6,7,7,7,7,7,7,6,7,6,7
883950,8,8,8,7,NA,1,0,-1,7,9,8,8,8,7,8,9,8,9,8,9,8,9,8,3
883953,7,7,6,6,1,1,0,0,7,6,5,5,6,6,6,7,7,8,7,8,7,7,6,NA
884008,5,5,6,7,1,1,0,1,7,3,8,8,8,7,8,7,NA,6,NA,6,8,7,NA,6
884011,7,7,7,7,1,NA,0,0,7,7,7,7,7,7,7,7,7,8,7,7,8,7,7,7
884039,3,2,1,1,2,1,-1,0,1,5,0,0,1,1,2,2,3,3,1,2,2,3,2,3
884069,6,6,6,6,NA,0,0,0,5,6,7,6,6,6,7,6,6,6,6,5,7,5,6,5
884118,5,6,1,5,4,0,1,4,5,7,5,4,7,6,8,7,8,7,8,5,8,8,7,8
884136,7,6,7,7,1,0,-1,0,7,5,7,5,8,8,8,8,8,7,8,8,7,7,5,NA
884140,7,7,7,8,7,1,0,1,6,7,8,7,7,7,8,7,8,7,7,8,7,7,4,5
884179,6,5,5,6,1,1,-1,1,5,5,8,8,6,6,6,6,6,7,6,6,6,6,4,3
884191,7,7,6,7,1,1,0,1,7,7,7,6,7,6,7,8,6,7,8,8,7,7,7,7
884225,4,0,4,4,1,NA,-4,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0
884259,7,2,3,1,NA,0,-5,-2,3,5,3,NA,8,7,8,7,8,7,2,7,6,7,1,NA
884271,6,7,6,7,1,NA,1,1,6,NA,8,7,7,7,8,7,7,7,8,6,8,8,6,NA
884283,6,4,2,6,NA,0,-2,4,5,5,5,5,4,6,4,6,5,6,4,5,5,5,4,4
884286,3,4,5,5,1,1,1,0,3,2,5,5,5,5,6,4,5,6,4,4,5,5,2,2
884295,4,0,4,1,1,0,-4,-3,0,3,4,8,4,8,1,5,7,7,1,6,3,8,4,8
884310,6,6,6,8,NA,0,0,2,4,5,6,8,7,8,6,7,8,8,8,9,5,6,4,5
884320,2,4,2,4,NA,NA,2,2,4,2,4,2,4,2,4,2,4,3,4,2,4,2,4,2
884365,6,5,6,6,4,NA,-1,0,6,6,6,6,7,7,7,7,6,7,6,6,7,7,7,6
884375,4,4,4,6,NA,0,0,2,6,6,6,7,7,7,7,7,6,8,7,4,7,6,7,7
884481,7,4,6,6,1,1,-3,0,7,7,6,5,5,6,4,5,7,6,7,7,6,5,NA,NA
884579,6,6,6,6,1,0,0,0,5,4,7,7,7,7,7,7,8,7,5,6,8,8,5,4
884582,5,7,6,7,1,0,2,1,6,5,5,5,6,6,5,5,8,6,7,5,7,6,7,6
884616,7,5,6,6,3,NA,-2,0,6,6,6,7,5,5,7,7,7,NA,5,7,7,7,5,NA
884619,5,5,0,0,4,0,0,0,5,2,0,0,2,3,3,5,4,4,2,0,6,1,6,1
884667,8,6,6,6,5,0,-2,0,3,5,7,8,7,7,8,8,8,8,7,7,7,7,7,7
884707,3,1,1,2,NA,NA,-2,1,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3
884710,6,6,6,5,5,0,0,-1,5,7,6,6,8,7,7,7,6,6,6,6,8,7,7,6
884716,7,6,7,7,NA,1,-1,0,6,6,6,7,7,7,6,7,6,7,7,7,8,8,7,7
884744,8,5,3,5,NA,0,-3,2,4,6,5,6,6,7,6,8,6,8,5,7,6,9,5,8
884747,7,7,5,6,NA,0,0,1,7,7,7,7,8,7,8,7,8,7,6,6,8,8,8,7
884765,6,6,6,6,1,NA,0,0,6,2,7,7,7,4,7,4,6,5,6,6,7,7,7,6
884811,6,4,5,6,3,0,-2,1,6,7,7,6,7,6,7,6,7,6,6,6,7,7,6,6
884814,3,1,5,2,NA,0,-2,-3,2,2,2,5,1,5,4,5,4,6,1,4,4,4,4,4
884820,6,5,5,6,NA,1,-1,1,5,3,8,NA,7,7,7,5,7,7,5,3,7,7,NA,3
884823,7,6,8,9,NA,1,-1,1,6,6,9,8,9,7,9,7,6,6,7,7,9,7,6,6
884826,6,6,5,5,1,0,0,0,5,3,7,7,7,7,7,7,6,6,6,6,7,7,6,6
884860,6,2,6,3,1,1,-4,-3,2,4,5,4,5,4,5,5,7,6,5,6,7,7,0,6
884918,8,4,4,7,3,NA,-4,3,4,2,7,7,4,6,6,8,7,8,7,8,7,8,7,8
884936,6,5,0,1,NA,0,-1,1,5,5,5,4,5,4,5,4,5,3,5,6,5,6,5,6
884951,7,7,7,7,5,1,0,0,6,7,8,7,5,3,6,5,7,8,8,8,7,8,7,8
884957,7,7,7,8,1,1,0,1,5,5,8,8,8,8,8,8,8,8,8,8,7,7,6,6
884960,6,6,7,7,7,1,0,0,6,6,7,7,6,6,6,6,7,7,7,7,7,7,7,7
884970,7,6,6,7,1,1,-1,1,6,7,7,6,7,7,7,6,8,7,8,8,8,7,6,7
885037,7,8,8,8,NA,1,1,0,7,6,3,8,8,8,8,8,8,8,8,8,8,8,8,7
885076,8,6,6,6,5,0,-2,0,5,5,5,7,6,6,6,5,7,8,7,8,7,6,4,6
885134,7,4,5,5,1,0,-3,0,5,5,5,5,5,7,4,7,4,7,5,6,6,7,4,6
885147,7,6,8,8,NA,1,-1,0,6,6,6,5,8,7,8,8,7,7,8,8,9,8,8,6
885150,1,3,1,2,4,NA,2,1,1,0,3,1,5,1,4,1,3,1,3,2,3,1,3,0
885165,8,7,8,9,3,1,-1,1,7,7,9,8,7,6,6,5,8,9,9,10,8,9,NA,NA
885202,7,4,6,6,NA,1,-3,0,9,9,6,7,5,5,7,7,8,7,6,6,NA,9,NA,1
885205,6,5,5,5,1,0,-1,0,5,5,5,6,5,6,5,7,5,7,5,6,5,7,5,7
885235,8,7,8,9,1,NA,-1,1,7,7,8,8,7,8,8,8,9,8,NA,8,7,8,9,9
