nomem_encr,cv08a043,cv09b043,cv08a030,cv09b030,income,government,eco,gov,cv09b038,cv08a038,cv09b039,cv08a039,cv09b040,cv08a040,cv09b041,cv08a041,cv09b042,cv08a042,cv09b044,cv08a044,cv09b045,cv08a045,cv09b046,cv08a046
827728,6,6,4,5,NA,0,0,1,7,6,7,5,7,6,3,4,8,8,8,8,8,8,8,8
827734,8,7,6,8,1,1,-1,2,8,4,9,9,9,9,9,9,8,8,9,9,10,9,8,8
827767,7,6,7,7,NA,1,-1,0,5,5,6,7,6,6,6,6,7,7,6,7,6,7,4,0
827774,6,7,7,7,4,1,1,0,8,7,7,6,8,9,8,8,7,8,8,8,8,7,8,7
827780,7,7,4,5,5,0,0,1,7,7,4,4,7,7,7,7,7,7,7,6,7,7,7,7
827819,8,4,9,7,NA,1,-4,-2,7,8,6,8,6,7,6,9,7,9,5,9,6,6,5,6
827832,5,5,5,7,1,1,0,2,6,6,7,5,7,5,7,7,8,6,7,7,7,5,7,6
827835,8,8,4,8,1,1,0,4,7,7,9,8,9,8,8,6,8,8,8,8,8,8,7,NA
827862,8,7,6,6,3,0,-1,0,7,6,7,7,5,6,7,7,8,8,8,9,8,8,7,6
827877,7,8,6,7,2,NA,1,1,4,5,7,6,7,6,8,7,8,6,8,8,9,7,7,6
827902,6,7,6,6,4,0,1,0,5,5,7,7,6,5,5,5,8,8,7,7,8,6,7,7
827926,8,7,6,7,NA,0,-1,1,7,7,3,0,7,8,7,8,7,8,7,9,7,7,7,7
827978,6,0,5,4,NA,0,-6,-1,4,3,4,5,3,6,4,7,6,8,4,4,6,5,0,NA
828005,7,7,7,7,1,0,0,0,5,7,6,6,6,6,6,7,7,7,7,7,8,7,8,6
828012,6,6,5,7,NA,0,0,2,7,5,7,7,7,5,7,6,7,7,8,8,7,7,7,5
828024,6,7,5,6,NA,0,1,1,3,5,7,9,8,9,9,9,6,NA,9,6,8,7,8,NA
828030,5,6,6,5,3,0,1,-1,3,5,6,8,6,7,7,8,7,7,6,6,6,7,5,7
828039,4,6,3,4,1,NA,2,1,3,1,5,3,5,4,5,1,6,4,4,4,7,6,0,0
828051,7,6,5,6,4,0,-1,1,6,6,6,6,8,7,8,7,7,6,7,6,7,7,4,7
828094,5,2,5,3,4,0,-3,-2,7,7,7,6,7,7,7,7,7,6,7,6,7,7,7,7
828100,4,8,10,8,1,1,4,-2,10,8,8,8,7,6,9,9,10,8,10,8,7,7,NA,NA
828103,7,7,7,7,3,0,0,0,4,2,7,7,7,8,7,7,7,6,8,8,7,7,7,7
828118,6,7,6,6,NA,NA,1,0,7,7,6,NA,7,6,6,6,7,7,NA,6,8,7,7,7
828125,5,4,4,4,2,0,-1,0,5,6,6,6,6,6,6,6,6,7,5,6,7,7,5,5
828146,6,8,4,6,1,0,2,2,6,6,7,4,8,7,8,8,9,9,7,7,8,8,7,6
828158,7,8,6,7,NA,0,1,1,7,5,8,7,7,5,8,4,8,7,10,8,8,8,8,8
828161,6,6,6,6,2,NA,0,0,6,NA,7,5,7,7,8,7,7,6,5,NA,8,7,7,6
828164,7,6,6,6,1,0,-1,0,6,6,6,7,6,7,6,7,6,7,7,7,7,8,6,6
828186,7,5,6,5,1,0,-2,-1,4,6,7,7,6,6,4,7,5,7,5,7,6,8,5,5
828250,6,6,6,6,NA,1,0,0,6,4,NA,6,6,6,5,7,NA,NA,NA,5,NA,6,4,4
828259,7,7,7,7,NA,NA,0,0,7,7,7,7,8,7,8,7,7,7,7,7,8,7,6,7
828262,7,8,7,7,3,1,1,0,4,5,8,7,7,7,9,8,9,7,9,8,8,7,8,6
828335,6,5,5,5,NA,0,-1,0,5,6,NA,6,3,6,5,7,NA,7,7,8,7,8,NA,NA
828363,10,8,9,9,1,NA,-2,0,9,8,8,10,10,10,10,10,9,9,9,10,10,9,10,9
828381,5,6,5,6,1,NA,1,1,6,5,7,4,7,5,7,6,6,5,6,5,7,7,7,6
828387,6,7,8,7,4,NA,1,-1,6,7,7,8,7,8,8,7,NA,9,8,8,8,9,5,6
828414,6,6,6,6,4,1,0,0,6,5,6,6,7,6,7,6,7,7,6,6,7,6,6,5
828427,7,7,8,6,5,0,0,-2,8,6,8,9,9,9,8,9,7,7,8,8,8,8,8,8
828448,9,9,8,9,3,0,0,1,9,8,8,7,9,7,9,8,9,6,9,9,9,9,9,8
828454,7,6,8,6,NA,1,-1,-2,6,5,9,7,6,7,8,7,6,7,6,7,8,7,8,3
828472,7,3,3,3,NA,0,-4,0,7,7,6,7,6,9,6,9,5,7,4,4,6,9,6,9
828475,7,5,4,3,NA,0,-2,-1,3,4,3,6,3,7,3,6,8,8,6,4,5,7,5,7
828491,7,8,6,7,5,NA,1,1,8,8,7,8,8,7,8,8,8,8,9,7,8,7,8,7
828515,6,7,6,7,1,0,1,1,7,6,7,5,7,6,6,6,7,6,7,7,7,6,7,5
828533,6,5,6,6,7,0,-1,0,3,3,5,6,6,6,5,6,7,8,9,7,9,7,2,3
828536,6,7,7,8,3,1,1,1,6,6,7,6,8,7,8,7,8,7,8,7,7,7,4,5
828579,4,4,3,3,1,0,0,0,4,4,4,6,4,4,5,6,6,6,2,2,4,4,4,4
828613,6,5,4,5,NA,NA,-1,1,7,7,7,5,7,6,7,7,7,7,5,6,7,7,NA,5
828619,6,6,6,7,NA,1,0,1,7,5,7,8,7,7,7,5,6,6,7,6,7,7,6,7
828625,6,6,5,7,NA,1,0,2,6,5,7,7,7,6,7,6,7,7,7,8,7,7,7,7
828634,5,3,4,4,NA,NA,-2,0,3,4,4,5,2,5,4,6,3,6,2,5,2,6,2,1
828668,7,5,4,5,1,NA,-2,1,4,2,5,NA,4,3,5,6,6,7,5,5,5,6,4,NA
828680,5,3,7,5,1,0,-2,-2,5,5,5,7,5,7,7,7,5,5,NA,5,5,7,2,5
828695,7,1,6,5,4,1,-6,-1,3,5,3,5,3,3,4,5,NA,6,5,6,5,7,1,4
828701,6,3,5,3,4,0,-3,-2,5,6,5,6,4,6,4,6,5,6,5,6,5,6,5,5
828717,6,5,5,4,1,0,-1,-1,5,5,7,6,4,4,6,6,7,6,6,6,8,6,8,7
828729,7,2,5,4,NA,NA,-5,-1,7,5,6,7,8,7,8,7,7,6,7,6,5,6,2,3
828735,4,1,4,3,NA,0,-3,-1,1,4,2,4,3,5,5,3,5,3,1,4,8,6,6,NA
828756,8,8,7,8,7,1,0,1,7,7,7,7,7,7,8,7,8,8,8,8,8,7,7,8
828765,2,5,5,1,NA,0,3,-4,4,1,5,4,3,1,2,5,5,4,3,2,6,3,2,1
828768,6,6,3,3,6,0,0,0,6,6,6,7,7,7,7,7,7,8,8,6,7,8,7,8
828857,7,7,6,6,4,1,0,0,7,6,6,7,7,7,7,7,7,6,7,6,7,7,7,4
828869,7,8,5,6,1,NA,1,1,8,7,8,8,6,7,7,7,8,8,8,7,8,7,8,7
828875,7,7,5,3,1,0,0,-2,5,2,3,6,3,7,3,7,7,8,6,6,6,5,5,5
828881,4,4,4,3,1,0,0,-1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
828897,8,5,8,5,1,NA,-3,-3,5,8,5,8,5,7,5,8,5,8,5,8,5,NA,5,8
828936,6,5,5,3,1,NA,-1,-2,3,6,7,7,5,6,6,6,7,7,4,5,7,7,5,NA
828970,4,3,1,3,NA,0,-1,2,1,4,3,2,7,5,7,5,5,4,4,3,4,2,4,1
829049,8,7,7,6,4,0,-1,-1,7,7,6,3,8,7,8,8,8,8,8,7,8,8,8,8
829052,8,8,6,7,NA,0,0,1,5,6,9,4,8,7,8,7,7,9,8,6,8,9,7,7
829055,6,5,6,6,5,0,-1,0,3,5,5,6,6,6,8,8,7,5,4,6,6,6,3,5
829058,8,7,8,7,NA,1,-1,-1,7,8,7,8,7,8,7,8,7,7,7,8,8,8,NA,NA
829061,4,5,3,1,1,NA,1,-2,0,2,5,6,3,6,4,6,5,7,2,4,8,7,8,7
829067,7,8,6,8,NA,1,1,2,6,6,8,7,6,6,6,6,8,7,8,7,6,7,6,6
829071,5,3,6,3,NA,NA,-2,-3,4,5,3,5,5,5,4,5,5,6,5,7,8,6,3,6
829074,6,7,7,7,NA,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
829098,7,6,6,7,1,1,-1,1,7,7,7,7,8,8,7,7,7,NA,8,8,6,8,5,7
829125,8,7,5,6,1,NA,-1,1,6,7,6,6,6,7,5,6,6,7,6,7,6,8,6,6
829132,6,5,6,5,1,1,-1,-1,4,5,6,7,5,7,6,8,6,7,7,5,7,7,5,6
829174,8,8,5,8,NA,0,0,3,7,8,2,0,9,9,8,8,9,8,8,8,8,9,2,2
829199,6,3,7,7,6,1,-3,0,6,6,7,8,7,8,7,8,7,7,7,8,7,7,6,7
829205,6,2,5,1,1,0,-4,-4,3,6,4,4,4,6,3,6,3,6,4,4,2,6,3,6
829223,8,7,5,8,5,0,-1,3,5,5,3,2,6,6,6,6,7,NA,8,7,8,7,8,7
829226,5,6,4,6,1,NA,1,2,6,5,7,6,7,4,6,5,7,6,6,4,7,7,6,6
829251,6,7,6,7,1,1,1,1,6,4,6,5,7,6,7,7,8,7,7,6,7,7,5,4
829293,7,5,7,8,4,0,-2,1,10,10,6,7,6,7,8,9,9,9,9,9,9,9,NA,8
829299,6,4,5,6,NA,0,-2,1,4,4,6,5,6,5,6,5,5,5,5,6,5,6,5,6
829312,7,6,7,6,1,1,-1,-1,7,6,7,7,7,6,7,6,7,8,7,8,7,7,6,5
829324,8,6,7,8,2,NA,-2,1,6,6,6,5,7,7,7,7,7,7,7,8,8,8,7,7
829330,6,6,6,6,NA,0,0,0,7,6,6,6,6,5,6,6,7,7,6,6,7,7,4,NA
829348,3,1,4,3,NA,0,-2,-1,2,0,4,4,3,5,3,5,5,7,2,3,4,6,4,6
829367,7,4,7,7,1,0,-3,0,6,6,5,6,5,8,6,8,6,8,7,8,7,7,7,8
829382,7,7,6,7,1,0,0,1,6,6,7,7,7,7,7,7,7,7,7,7,7,7,NA,4
829406,5,5,6,6,NA,0,0,0,6,5,7,4,5,5,5,5,6,4,6,6,6,5,6,5
829409,7,4,6,7,1,0,-3,1,5,5,5,6,5,6,6,6,7,7,7,8,6,8,7,8
829412,7,7,7,8,7,NA,0,1,5,5,8,5,8,7,8,7,7,7,8,7,7,6,5,5
829434,6,5,5,5,NA,0,-1,0,3,5,6,5,6,6,6,6,6,6,5,5,6,7,5,7
829449,8,7,5,7,4,0,-1,2,5,5,4,6,7,5,7,6,8,7,8,6,8,7,4,4
829452,7,6,6,7,1,1,-1,1,7,6,6,6,7,6,6,6,6,5,7,6,7,6,6,6
829467,5,5,5,7,NA,0,0,2,5,4,6,7,5,5,4,4,5,5,5,5,7,7,5,5
829476,6,6,5,5,NA,NA,0,0,6,5,7,6,7,6,7,6,NA,6,6,6,7,6,7,6
829483,6,6,7,7,NA,1,0,0,6,5,8,8,7,8,7,7,7,7,8,9,9,9,NA,4
829541,3,1,6,2,1,0,-2,-4,0,0,0,0,6,7,8,6,7,6,6,7,9,9,7,NA
829547,6,5,4,4,1,0,-1,0,4,6,3,4,4,5,5,5,7,5,4,5,5,6,6,6
829553,8,8,7,6,1,0,0,-1,6,7,5,6,6,6,8,7,8,8,8,8,8,8,5,5
829568,8,8,7,8,1,1,0,1,8,7,8,8,10,9,10,8,8,7,8,8,8,7,8,7
829595,7,6,6,8,NA,1,-1,2,5,6,7,7,6,6,8,8,7,7,7,8,8,7,7,6
829598,6,5,6,6,NA,NA,-1,0,6,6,5,6,6,6,7,6,6,6,6,6,7,6,5,5
829602,7,5,6,6,NA,0,-2,0,4,4,4,6,6,6,6,7,7,8,7,7,8,7,7,NA
829605,6,6,6,6,1,1,0,0,6,6,5,5,5,6,5,5,7,6,6,4,6,5,4,5
829620,8,8,8,8,5,1,0,0,7,6,9,8,8,8,8,8,8,8,8,8,8,7,NA,NA
829629,7,4,7,4,1,0,-3,-3,6,5,3,3,6,7,6,7,7,7,4,7,8,9,8,8
829660,7,7,7,8,NA,1,0,1,7,7,7,7,7,7,7,8,7,7,7,8,7,8,7,6
829669,4,5,4,4,3,0,1,0,5,5,5,NA,6,5,6,5,6,4,6,6,6,6,4,4
829693,7,3,5,7,1,1,-4,2,6,7,NA,6,5,6,4,6,4,7,6,6,7,5,7,4
829699,5,4,3,2,NA,0,-1,-1,3,3,2,2,6,5,6,6,2,1,7,5,5,5,8,7
829705,2,3,1,2,NA,NA,1,1,2,3,8,8,6,6,1,3,5,4,3,2,6,3,4,4
829730,7,7,6,6,1,1,0,0,6,7,6,5,7,6,7,7,6,7,7,6,7,7,7,7
829736,5,5,4,5,NA,0,0,1,4,5,0,2,4,2,4,2,5,5,7,8,7,5,4,5
829757,4,2,3,2,NA,NA,-2,-1,NA,NA,2,6,5,5,7,5,3,NA,NA,NA,NA,NA,NA,NA
829766,6,6,5,6,4,0,0,1,6,6,6,6,7,7,7,7,NA,6,6,6,7,7,7,6
829855,7,7,7,7,3,1,0,0,7,7,5,6,7,6,6,6,7,7,7,7,7,7,7,7
829867,8,5,7,6,NA,1,-3,-1,NA,7,5,7,5,6,5,6,6,8,5,8,6,8,NA,7
829879,8,7,5,5,1,NA,-1,0,6,7,7,6,7,7,7,7,8,7,8,8,7,7,7,6
829885,7,6,7,6,1,1,-1,-1,5,6,5,7,6,7,6,7,6,7,6,7,7,7,6,NA
829888,3,4,2,4,1,1,1,2,3,2,7,2,5,1,5,2,NA,2,4,2,6,2,6,2
829891,6,7,6,7,1,1,1,1,6,5,7,6,8,7,8,7,8,7,7,7,7,7,6,6
829943,6,6,5,5,NA,NA,0,0,6,5,8,7,8,7,8,7,NA,6,6,5,7,6,7,6
829962,6,7,6,7,NA,1,1,1,5,5,6,6,8,8,8,7,7,7,7,7,6,6,5,5
829998,7,5,2,2,1,0,-2,0,5,2,10,6,10,3,10,3,8,6,5,6,7,8,5,7
830004,4,5,5,5,1,NA,1,0,0,2,5,7,5,6,8,6,NA,7,5,5,5,6,5,3
830020,7,6,5,7,4,0,-1,2,6,5,7,7,7,7,6,7,8,6,6,5,8,8,5,5
830075,7,5,8,6,1,1,-2,-2,5,5,5,7,6,7,6,8,7,8,7,7,7,9,NA,NA
830078,7,6,6,6,4,1,-1,0,7,7,7,5,8,6,7,7,7,7,6,7,8,8,NA,4
830126,7,6,6,6,NA,1,-1,0,5,7,7,6,7,6,6,7,7,6,5,6,7,7,5,5
830136,8,7,7,8,5,0,-1,1,7,6,8,7,8,7,8,8,8,8,8,8,8,8,7,7
830160,8,8,8,8,NA,1,0,0,7,9,8,10,8,NA,8,7,8,NA,8,NA,8,8,8,NA
830169,8,6,6,5,NA,NA,-2,-1,6,6,8,8,1,7,7,7,7,8,7,6,8,8,8,7
830191,7,6,5,5,NA,1,-1,0,8,7,NA,7,5,6,7,5,NA,NA,7,6,7,7,NA,NA
830230,7,7,6,7,5,0,0,1,6,7,7,7,7,6,6,6,7,7,7,7,7,7,7,6
830249,6,6,4,7,6,0,0,3,6,6,8,7,5,6,4,7,6,7,5,7,8,7,7,7
830252,5,3,6,4,3,1,-2,-2,6,4,NA,5,4,7,4,7,4,8,2,2,6,3,NA,NA
830255,7,7,7,7,5,0,0,0,8,8,9,6,9,8,9,8,9,8,10,8,9,8,7,8
830258,5,6,2,4,6,0,1,2,5,4,6,5,7,7,7,5,7,7,5,7,6,4,5,2
830264,7,3,7,7,4,0,-4,0,6,7,7,8,7,7,6,7,6,7,6,7,6,8,6,7
830328,3,3,0,1,1,0,0,1,6,8,7,7,7,8,3,5,8,7,3,4,7,7,6,7
830337,6,4,6,6,6,0,-2,0,0,2,6,7,7,6,6,6,6,6,5,6,6,6,4,6
830343,7,6,6,7,NA,0,-1,1,8,7,7,6,6,5,6,7,8,8,8,8,7,6,NA,NA
830404,7,7,5,7,NA,0,0,2,6,7,5,6,6,7,6,6,6,7,6,7,5,7,6,7
830416,6,6,6,6,4,1,0,0,5,5,6,7,7,6,7,6,6,6,6,7,6,7,5,6
830432,5,6,0,0,1,0,1,0,0,0,5,5,7,5,7,5,7,5,7,5,7,5,7,5
830453,7,6,5,7,NA,NA,-1,2,6,5,7,7,7,7,6,6,7,7,6,7,8,7,2,5
830468,7,7,6,7,3,NA,0,1,6,6,6,5,7,7,7,7,7,7,8,7,7,6,6,6
830480,8,8,5,8,4,1,0,3,6,5,8,7,8,6,8,8,8,8,8,8,8,8,5,NA
830538,6,5,7,7,1,1,-1,0,6,5,7,6,8,7,8,7,7,6,6,7,7,8,4,4
830560,4,5,0,5,4,0,1,5,9,5,8,9,9,9,9,8,6,8,9,3,7,9,NA,0
830578,5,4,4,5,1,NA,-1,1,5,4,7,8,5,6,4,5,5,6,4,4,5,6,3,5
830590,5,5,3,5,1,0,0,2,5,5,5,5,6,6,8,6,7,6,5,5,5,7,5,5
830621,7,3,5,5,NA,1,-4,0,5,4,5,6,6,6,6,7,6,7,3,7,6,7,5,5
830648,7,6,6,6,NA,NA,-1,0,6,6,5,6,6,7,7,7,6,7,7,8,7,7,7,6
830651,6,5,6,6,1,0,-1,0,6,6,NA,6,7,7,8,7,6,6,6,7,7,7,3,4
830661,7,7,6,6,1,NA,0,0,6,7,7,6,8,8,8,8,8,8,8,8,8,8,7,7
830673,7,7,6,7,1,0,0,1,7,6,6,6,8,7,8,7,7,7,7,7,7,7,6,6
830679,6,7,8,7,NA,0,1,-1,7,5,7,8,7,8,7,8,7,8,7,7,7,7,7,7
830691,8,5,6,7,1,1,-3,1,5,4,7,7,6,6,7,5,8,6,7,5,6,7,5,NA
830712,5,8,3,7,NA,NA,3,4,7,4,8,3,8,5,8,7,8,7,8,5,8,6,8,6
830722,5,6,4,6,1,NA,1,2,6,5,8,7,7,7,7,7,7,7,6,5,6,5,6,6
830734,7,10,6,8,3,0,3,2,7,6,8,5,9,8,9,8,10,8,8,6,10,8,10,9
830780,6,8,6,7,NA,1,2,1,7,6,8,7,8,7,8,8,9,NA,7,7,8,8,6,NA
830825,7,7,7,7,4,1,0,0,4,5,6,7,7,6,4,8,7,6,7,7,8,8,7,NA
830838,7,7,6,6,NA,0,0,0,7,6,6,7,7,8,7,7,7,7,7,7,7,7,7,7
830856,8,8,7,7,1,0,0,0,8,7,8,9,8,8,8,8,9,8,7,7,8,7,5,5
830868,5,5,5,7,4,0,0,2,5,4,6,NA,6,6,7,6,7,7,7,6,7,6,NA,NA
830877,6,5,4,3,5,0,-1,-1,2,3,5,5,3,4,4,5,7,6,4,4,4,5,3,2
830889,6,5,6,6,NA,0,-1,0,8,7,7,7,8,7,7,7,9,8,8,7,6,7,3,5
830963,5,2,6,4,NA,1,-3,-2,4,5,4,6,5,6,4,5,5,5,4,5,4,5,4,5
830966,5,5,0,6,1,0,0,6,6,5,6,0,6,2,6,4,NA,7,6,2,6,4,6,3
830984,5,4,5,3,NA,0,-1,-2,3,4,4,5,4,6,5,5,4,5,3,5,4,6,3,5
830993,7,7,4,3,1,NA,0,-1,3,4,7,7,7,7,7,5,NA,6,7,7,7,7,7,7
830996,7,7,4,6,NA,0,0,2,6,6,6,4,7,5,7,5,7,7,6,6,6,5,6,5
831039,6,6,7,7,4,1,0,0,6,6,7,7,6,6,6,6,7,6,8,7,6,6,NA,5
831045,7,4,5,4,1,0,-3,-1,4,5,4,6,2,2,3,5,4,6,4,6,5,8,5,8
831060,7,3,4,4,1,0,-4,0,0,2,4,3,5,6,5,6,5,7,5,NA,6,7,2,2
831066,6,3,3,3,1,0,-3,0,3,5,3,3,3,5,4,6,4,6,3,3,3,6,3,5
831072,3,5,5,5,NA,NA,2,0,2,2,5,3,5,4,5,5,5,3,6,5,5,4,5,2
831082,4,3,4,3,NA,0,-1,-1,3,6,3,4,5,5,5,5,5,5,5,5,3,6,3,5
831106,8,8,8,10,2,1,0,2,8,7,10,8,9,8,9,8,NA,8,10,8,9,8,NA,NA
831121,8,6,7,7,NA,NA,-2,0,8,5,7,6,8,8,8,8,8,8,6,7,7,8,6,8
831124,7,5,5,7,NA,NA,-2,2,2,3,8,7,9,7,6,5,7,8,5,7,10,9,2,5
831127,6,6,6,6,NA,NA,0,0,6,6,6,6,7,7,6,7,6,6,6,6,6,7,0,4
831134,5,5,5,3,NA,0,0,-2,NA,5,6,6,5,5,5,6,5,5,NA,5,NA,5,5,5
831155,7,5,2,5,1,0,-2,3,3,4,8,6,7,7,6,4,7,5,6,4,7,7,6,8
831192,8,6,4,6,1,0,-2,2,7,8,7,7,7,6,8,8,8,8,7,7,8,9,8,9
831210,5,6,5,6,NA,1,1,1,6,5,5,6,7,6,7,6,6,6,6,6,7,6,7,6
831228,7,5,7,8,3,0,-2,1,1,6,8,8,7,7,9,8,5,6,6,7,6,7,2,5
831243,6,5,5,5,NA,0,-1,0,5,NA,5,NA,7,7,4,7,5,7,4,8,7,8,6,7
831259,8,8,7,7,1,1,0,0,6,7,8,8,8,8,8,8,8,8,8,8,8,8,7,8
831262,6,7,5,6,3,1,1,1,4,3,6,6,7,7,8,8,8,8,6,6,8,8,4,0
831265,5,5,5,5,NA,NA,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,4
831323,7,8,5,7,4,0,1,2,4,6,4,3,7,6,7,6,8,6,8,7,8,7,8,7
831326,8,7,7,7,2,NA,-1,0,7,8,7,7,6,7,6,8,7,8,7,7,8,8,8,8
831338,7,4,7,7,4,0,-3,0,5,6,7,NA,5,6,7,8,8,8,8,8,6,8,NA,NA
831359,7,5,7,5,1,1,-2,-2,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7
831381,5,5,5,6,NA,0,0,1,5,6,5,4,6,4,6,4,6,3,6,5,6,5,5,5
831417,5,4,4,6,NA,1,-1,2,6,6,6,5,6,4,4,3,5,4,6,5,7,8,5,NA
831423,5,5,5,5,1,NA,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
831439,5,7,5,8,1,NA,2,3,6,5,6,7,7,7,9,6,NA,NA,5,6,8,7,NA,NA
831469,6,5,4,6,1,1,-1,2,6,2,6,4,7,8,6,6,6,5,6,5,7,4,5,5
831491,3,4,4,3,3,1,1,-1,3,5,4,6,4,4,4,5,4,7,4,7,7,7,4,2
831549,5,6,6,6,NA,1,1,0,2,2,6,6,7,7,7,8,5,5,8,7,8,7,7,6
831588,3,2,3,3,NA,1,-1,0,4,6,4,5,5,4,5,5,4,5,4,2,5,6,4,1
831610,5,6,4,5,3,0,1,1,3,4,6,5,6,5,5,5,5,5,6,5,8,5,7,5
831622,8,7,8,7,1,0,-1,-1,7,9,7,8,7,8,7,8,7,9,7,8,7,8,6,7
831649,6,5,6,4,4,0,-1,-2,3,3,5,5,5,6,6,7,5,7,5,6,5,6,3,6
831655,7,6,4,4,3,NA,-1,0,2,2,6,5,6,7,5,7,7,8,6,5,7,7,7,6
831677,6,3,6,5,4,0,-3,-1,4,5,3,5,4,6,5,6,4,6,5,6,6,7,5,6
831680,5,2,5,4,1,0,-3,-1,5,6,4,5,3,4,3,4,2,5,3,5,4,5,2,2
831729,8,9,8,9,1,1,1,1,7,8,7,8,9,7,9,8,9,8,9,8,9,7,7,7
831732,9,6,6,7,1,0,-3,1,4,5,10,8,9,8,7,9,8,8,5,8,8,9,4,NA
831735,4,1,3,2,NA,0,-3,-1,3,3,2,5,2,5,3,6,2,5,2,3,4,8,NA,6
831802,7,8,7,7,NA,NA,1,0,5,7,NA,7,6,6,7,7,8,7,8,8,8,7,NA,NA
831829,6,7,5,7,4,1,1,2,6,6,7,4,7,5,7,6,7,6,7,6,7,7,3,3
831848,6,6,5,6,1,NA,0,1,7,6,5,5,6,5,6,7,7,7,7,7,6,6,5,5
831896,6,4,4,3,3,1,-2,-1,3,4,4,5,5,6,4,7,3,6,2,5,4,7,3,NA
831906,7,6,5,5,NA,1,-1,0,6,6,6,6,6,6,7,6,6,6,6,7,7,7,7,7
831912,7,7,8,8,1,1,0,0,4,5,8,7,8,7,8,7,8,7,8,7,8,7,7,7
831918,8,6,7,7,1,1,-2,0,5,7,7,7,7,7,8,8,7,7,8,8,7,7,7,6
831936,8,7,7,5,NA,1,-1,-2,5,6,6,7,8,8,8,8,8,8,6,NA,8,8,8,7
831948,6,4,2,4,2,0,-2,2,5,4,4,4,4,5,4,6,4,6,4,6,6,8,3,6
831961,6,7,6,8,5,1,1,2,5,4,5,5,7,6,6,7,7,7,8,7,8,7,7,7
831967,6,5,7,5,1,NA,-1,-2,7,7,8,9,7,9,7,9,6,7,6,8,7,9,6,6
831985,5,3,1,5,1,NA,-2,4,5,2,5,5,4,3,4,3,5,7,5,5,5,5,5,5
832006,5,5,5,6,NA,0,0,1,6,6,6,5,6,6,7,6,7,7,6,6,7,6,6,NA
832012,5,5,5,5,1,1,0,0,2,5,5,5,7,5,6,5,6,5,7,5,8,5,7,5
832052,7,6,8,6,NA,0,-1,-2,5,6,5,4,7,8,8,8,8,8,8,8,8,7,7,6
832055,7,7,7,6,NA,1,0,-1,6,6,6,3,6,3,7,5,6,6,7,7,7,7,6,7
832067,6,4,6,4,1,0,-2,-2,6,5,NA,7,8,9,8,9,7,NA,5,NA,7,9,6,4
832073,5,3,5,5,NA,0,-2,0,5,6,5,NA,6,5,6,5,6,6,6,5,6,6,2,NA
832107,7,5,6,7,NA,NA,-2,1,5,5,6,6,7,6,7,6,7,7,7,6,7,7,6,7
832119,5,4,4,5,NA,NA,-1,1,5,4,5,NA,6,4,6,5,5,4,5,5,7,8,7,7
832128,7,6,6,5,5,NA,-1,-1,5,6,5,6,7,7,7,7,7,7,6,6,6,7,6,7
832141,7,7,7,8,NA,1,0,1,7,6,8,7,8,7,8,7,7,7,8,6,8,7,8,7
832144,7,7,6,6,4,1,0,0,6,6,6,6,7,7,7,7,7,7,6,7,7,7,8,7
832147,7,8,6,6,1,0,1,0,6,7,3,7,7,7,8,7,7,5,8,7,7,8,7,8
832156,8,8,7,7,NA,0,0,0,7,7,6,7,8,7,7,7,8,8,8,7,8,8,2,NA
832238,5,5,3,5,NA,NA,0,2,5,4,6,5,6,5,7,6,NA,NA,5,5,7,7,NA,NA
832244,5,5,4,6,NA,NA,0,2,4,6,7,6,6,5,7,5,7,7,7,7,7,7,5,5
832269,4,5,4,3,1,0,1,-1,3,2,4,3,NA,5,8,4,7,4,6,7,7,10,0,10
832281,7,1,5,2,1,0,-6,-3,3,6,3,8,1,7,4,8,4,8,1,6,4,8,4,8
832296,7,7,6,6,6,NA,0,0,6,6,7,7,7,7,6,8,7,7,7,7,7,8,7,8
832305,7,6,7,5,2,1,-1,-2,7,7,8,8,7,7,8,8,5,6,9,9,8,8,5,NA
832312,4,5,2,3,4,0,1,1,3,2,6,6,7,5,6,4,5,6,5,3,5,5,5,NA
832345,9,6,6,8,1,NA,-3,2,6,7,8,8,7,7,7,7,8,9,8,9,8,7,8,7
832348,6,6,7,7,NA,0,0,0,5,4,7,7,9,8,8,8,7,7,5,6,8,8,5,4
832388,6,5,5,5,1,1,-1,0,5,5,7,8,7,8,5,8,5,7,5,6,6,7,6,7
832424,6,5,5,5,3,NA,-1,0,6,6,5,5,5,4,5,4,5,6,5,6,6,7,5,6
832455,5,6,5,5,NA,0,1,0,5,5,8,10,8,10,5,5,5,5,5,5,8,10,6,5
832516,6,5,4,5,2,0,-1,1,3,2,5,7,5,6,5,5,6,5,5,6,6,5,6,5
832534,4,3,5,5,6,1,-1,0,4,5,5,5,7,6,7,6,5,5,NA,4,7,5,6,7
832550,6,6,6,6,1,0,0,0,6,5,6,6,6,6,6,5,6,6,6,6,7,7,NA,NA
832577,6,5,4,5,3,0,-1,1,4,4,6,4,7,5,7,6,7,6,8,6,7,6,7,6
832586,6,5,5,6,NA,0,-1,1,6,5,6,5,6,6,6,6,6,6,5,5,5,5,3,4
